Id	Metabolism	Metabolism__colour	Metabolism__shape	Genome	Function	Copies__autocolour
6666666_212069_4754	Central metabolism	Red	circle	Chlorogloeopsis fritschii PCC 9212 PCC 9212 AJLM01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212112_1864	Central metabolism	Red	circle	Chlorogloeopsis fritschii PCC 6912 PCC 6912 AJLN01	Serine_acetyltransferase__EC_2.3.1.30_	1
6666666_212191_4757	Central metabolism	Red	circle	Fischerella muscicola PCC 7414 PCC 7414 AJLK01	probable_glycosyltransferase	1
6666666_212480_680	Central metabolism	Red	circle	Fischerella sp. NIES-3754 AP017305.1	FIG00874235_hypothetical_protein	1
6666666_212367_1917	Central metabolism	Red	circle	Fischerella sp JSC_11 JSC_11 AGIZ01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212365_4536	Central metabolism	Red	circle	Fischerella thermalis PCC 7521 PCC 7521 AJLL01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212114_4407	Central metabolism	Red	circle	Fischerella muscicola SAG 1427_1 = PCC 73103 SAG 1427_1 = PCC 73103 AJLJ01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_212201_1818	Central metabolism	Red	circle	Hapalosiphon sp MRB220 MRB220 LIRN01	LSU_ribosomal_protein_L3p__L3e_	1
6666666_212185_2342	Central metabolism	Red	circle	Fischerella sp PCC 9431 PCC 9431 ALVX01	Glycosyl_transferase_group_1	1
6666666_212176_658	Central metabolism	Red	circle	Fischerella sp PCC 9605 PCC 9605 ALVT01	Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
