Central	kingdom	taxa	np
118_Rieske (2Fe-2S) domain protein	Bacteria	Cyanobacteria	OtherT3 toxin
118_Rieske (2Fe-2S) domain protein	Bacteria	Actinobacteria	NRP / Polyketidecinnabaramide
118_Rieske (2Fe-2S) domain protein	Bacteria	Actinobacteria	NRP / Polyketideundecylprodigiosin
118_Rieske (2Fe-2S) domain protein	Bacteria	Proteobacteria	NRP / Polyketidethiomarinol
118_Rieske (2Fe-2S) domain protein	Bacteria	Cyanobacteria	Alkaloid / Terpeneambiguine
118_Rieske (2Fe-2S) domain protein	Bacteria	Proteobacteria	Polyketidejerangolid
118_Rieske (2Fe-2S) domain protein	Bacteria	Cyanobacteria	Alkaloid / Terpeneambiguine
118_Rieske (2Fe-2S) domain protein	Bacteria	Cyanobacteria	Alkaloid / Terpeneambiguine
118_Rieske (2Fe-2S) domain protein	Bacteria	Cyanobacteria	Alkaloid / Terpeneambiguine
118_Rieske (2Fe-2S) domain protein	Bacteria	Proteobacteria	Polyketidejerangolid
118_Rieske (2Fe-2S) domain protein	Bacteria	Actinobacteria	Polyketidemarineosin
118_Rieske (2Fe-2S) domain protein	Bacteria	Proteobacteria	Polyketidemupirocin
118_Rieske (2Fe-2S) domain protein	Bacteria	Cyanobacteria	Alkaloidsaxitoxin
118_Rieske (2Fe-2S) domain protein	Bacteria	Cyanobacteria	Alkaloidsaxitoxin
12_MoxR-like ATPases	Bacteria	Actinobacteria	RiPPSCO-2138
12_MoxR-like ATPases	Bacteria	Actinobacteria	RiPPSLI-2138
12_MoxR-like ATPases	Bacteria	Actinobacteria	Saccharidekanamycin
12_MoxR-like ATPases	Bacteria	Actinobacteria	Saccharideneomycin
12_MoxR-like ATPases	Bacteria	Actinobacteria	Saccharideneomycin
12_MoxR-like ATPases	Bacteria	Proteobacteria	NRP / Polyketidemicacocidin
12_MoxR-like ATPases	Bacteria	Actinobacteria	NRP / Polyketidenocardiopsin
122_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Polyketidecoelimycin
122_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Othermethylenomycin
122_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Polyketide / Terpenemerochlorin
122_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Polyketideneocarzinostatin
122_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Polyketidesalinomycin
122_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Polyketidelactonamycin
122_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Polyketide / Sacchariderabelomycin
122_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	NRP / Polyketidegriseoviridin / viridogrisein
122_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	OtherA-factor
122_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Othergamma-butyrolactone
122_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Othergamma-butyrolactone
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideabyssomicin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidebafilomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidelomaiviticin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidelysolipin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidemedermycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidemithramycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidenogalamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideprodigiosin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketiderubromycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Other / Polyketide / SaccharideSF2575
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidesteffimycin
13_FIG01122502: hypothetical protein	Bacteria	Unknown	Polyketidetetarimycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidecalicheamicin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPA-503083
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / SaccharideA40926
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPA54145
13_FIG01122502: hypothetical protein	Bacteria	Firmicutes	NRPbacillibactin
13_FIG01122502: hypothetical protein	Fungi	ascomycetes	NRPbeauvericin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPcalcium-dependent antibiotic
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPcapreomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPcephamycin C
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPcyclomarin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPdaptomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidechalcomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPdaptomycin
13_FIG01122502: hypothetical protein	Fungi	ascomycetes	NRPechinocandin B
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPechosides
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPenduracidin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPGE81112
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPGE81112
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPJBIR-34,JBIR-35
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPkutznerides
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPnaphthyridinomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPnocardicin A
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidechlorothricin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPquinocarcin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPskyllamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPtaromycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPteicoplanin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPteicoplanin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidegriseoviridin / viridogrisein
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidegriseoviridin / viridogrisein
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	RiPPcinnamycin
13_FIG01122502: hypothetical protein	Bacteria	Firmicutes	RiPPgeobacillin I
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	RiPPinformatipeptin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidecoelimycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	RiPPinformatipeptin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	RiPPlabyrinthopeptin A1,A3 / labyrinthopeptin A2
13_FIG01122502: hypothetical protein	Bacteria	Firmicutes	RiPPnisin Q
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	RiPPcypemycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	RiPPgrisemycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	RiPPSCO-2138
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	RiPPSCO-2138
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	RiPPSLI-2138
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	RiPPSLI-2138
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	RiPPSLI-2138
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidecoelimycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	RiPPnocathiacin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	RiPPnocathiacin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	RiPPnosiheptide
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	RiPPthioviridamide
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	RiPPthioviridamide
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharide / Terpenephenalinolactone
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Terpenegrixazone
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharide2-deoxystreptamine
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharidegentamicin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharidegentamicin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideconcanamycin A
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharidegentamicin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharidehygromycin A
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharidekanamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharidekanamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharidekanamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharidekanamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharidekanamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharidekanamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharidekanamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharideneomycin
13_FIG01122502: hypothetical protein	Bacteria	Cyanobacteria	Polyketidecuracin A
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharideneomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharideneomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharideneomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharideparomomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharideribostamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharidesisomicin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharidevalidamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharideauricin deoxysugar moieties
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Otherrebeccamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Alkaloidrebeccamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidefilipin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Otheralanylclavam
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Otherclavams
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Otherclavams
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Otherthienamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Otherpolyoxin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Otherpolyoxin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Other4-hydroxy-3-nitrosobenzamide
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Otherbagremycin
13_FIG01122502: hypothetical protein	Fungi	ascomycetes	Othercitrinin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	OtherFR900098
13_FIG01122502: hypothetical protein	Fungi	ascomycetes	Polyketidefumonisin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Othermitomycin
13_FIG01122502: hypothetical protein	Bacteria	Firmicutes	Otherrhizocticin
13_FIG01122502: hypothetical protein	Bacteria	Proteobacteria	Othertoxoflavin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Otherfosfazinomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / OtherA-500359s
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidepristinamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidepristinamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidepristinamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidepristinamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Saccharideamicetin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideabyssomicin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidehygrocin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidecollismycin A
13_FIG01122502: hypothetical protein	Bacteria	Proteobacteria	NRP / PolyketideFR901464
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketideguadinomine
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidelobophorin
13_FIG01122502: hypothetical protein	Bacteria	Cyanobacteria	NRPnostophycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidepolyoxypeptin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidepyralomicin
13_FIG01122502: hypothetical protein	Bacteria	Proteobacteria	NRP / Polyketidetubulysin
13_FIG01122502: hypothetical protein	Bacteria	Proteobacteria	NRP / Polyketidetubulysin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketide / Saccharidezorbamycin
13_FIG01122502: hypothetical protein	Bacteria	Proteobacteria	Polyketidejerangolid
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidedynemicin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidedynemicin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidepolyketomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidepolyketomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	PolyketideTLN-05220
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketideundecylprodigiosin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideherboxidiene
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideherboxidiene
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidekosinostatin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidecosmomycin D
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidekedarcidin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Terpenefuraquinocin A
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Terpenemerochlorin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Terpenemerochlorin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Terpenemerochlorin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Terpenemerochlorin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Terpenemerochlorin
13_FIG01122502: hypothetical protein	Bacteria	Proteobacteria	NRP / Polyketidedisorazole
13_FIG01122502: hypothetical protein	Bacteria	Proteobacteria	NRP / Polyketidedisorazole
13_FIG01122502: hypothetical protein	Bacteria	Proteobacteria	NRP / PolyketideFR901464
13_FIG01122502: hypothetical protein	BGC0001097_AGN74872		
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidekijanimicin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketideleinamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketideoxazolomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidevirginiamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	NRPhimastatin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidedivergolide
13_FIG01122502: hypothetical protein	Fungi	ascomycetes	Polyketidebrefeldin
13_FIG01122502: hypothetical protein	Fungi	ascomycetes	Polyketidebrefeldin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Otherclavams
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidepiericidin A1
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidelobophorin B
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidelaidlomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidemensacaricin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketiderishirilide B
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketiderishirilide B
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketiderishirilide B
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidelobophorin
13_FIG01122502: hypothetical protein	Bacteria	Unknown	NRP / Polyketideclarexpoxcin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideversipelostatin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidenataxazole
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidenataxazole
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidenataxazole
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidelaidlomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideleucanicidin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidethiolactomycin
13_FIG01122502: hypothetical protein	Fungi	Basidiomycota	Polyketideustilagic acid
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidemaklamicin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	OtherA33853
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	OtherA33853
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidecyclizidine
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Other7-prenylisatin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Othercremeomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidestreptazone E
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidemarineosin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidelobosamide
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidemicromonolactam
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidemonensin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidenanchangmycin
13_FIG01122502: hypothetical protein	Bacteria	Proteobacteria	Polyketideambruticin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidenanchangmycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidenaphthomycin
