id,identity_to_query
UniRef100_D0KWI1/3-247,0.275
UniRef100_A0A318TX24/1-242,0.275
UniRef100_A0A317CP34/3-247,0.275
UniRef100_A0A1L9Q6X5/3-247,0.275
UniRef100_A0A1M7S3G8/1-242,0.275
UniRef100_A0A366WPX4/1-242,0.275
UniRef100_A0A1M6SQQ8/1-242,0.275
UniRef100_A0A2T5UIW3/1-242,0.275
UniRef100_A0A0Q6T0S6/1-246,0.275
UniRef100_Q0FZG2/3-246,0.275
UniRef100_A0A2T1AIC3/1-242,0.275
UniRef100_A0A2V6T143/2-243,0.275
UniRef100_A0A2R3Q9Y0/1-249,0.275
UniRef100_A0A1B0ZZU0/1-242,0.275
UniRef100_A0A1F1YFP5/4-251,0.275
UniRef100_A0A1Q6ZXE7/1-271,0.275
UniRef100_A0A1M7D7P2/1-242,0.275
UniRef100_UPI00067C44E0/1-242,0.275
UniRef100_A0A1Q7JZS1/1-271,0.275
UniRef100_A0A165Z9Y6/3-247,0.275
UniRef100_A0A1G3FLI2/1-242,0.275
UniRef100_S6AB87/3-246,0.275
UniRef100_A0A1X4NXW2/1-242,0.275
UniRef100_A0A1X0SZ43/3-247,0.275
UniRef100_A0A2G8R9L0/1-242,0.275
UniRef100_C9CVY3/64-305,0.275
UniRef100_A0A1W2AIA6/3-247,0.275
UniRef100_A0A243QBS6/3-249,0.275
UniRef100_A0A2R8AYA7/1-242,0.275
UniRef100_A0A2T7HEC9/3-247,0.275
UniRef100_A0A1G1K046/1-241,0.275
UniRef100_A0A0P0YVS6/3-247,0.275
UniRef100_UPI000D9B4303/11-255,0.275
UniRef100_M3AD64/1-242,0.275
UniRef100_A0A2V7E035/1-267,0.275
UniRef100_UPI000E210BD7/1-242,0.275
UniRef100_A0A157MKC7/11-255,0.275
UniRef100_UPI0007982F67/11-255,0.275
UniRef100_A0A0E9MEP4/3-246,0.275
UniRef100_UPI000470E2BC/3-242,0.275
UniRef100_A0A1G1I2L7/1-254,0.275
UniRef100_A0A0J6C7N6/16-260,0.275
UniRef100_UPI000571A03A/1-242,0.275
UniRef100_A0A1X6ZUE5/1-242,0.275
UniRef100_A0A257EVI2/1-242,0.275
UniRef100_A0A2V7B2D2/1-267,0.275
UniRef100_A0A1Q7UFS7/1-267,0.275
UniRef100_A0A261SVL8/11-255,0.275
UniRef100_A0A2V6V3E1/1-246,0.275
UniRef100_A0A1J5BNV8/3-246,0.275
UniRef100_A0A1H8HUU4/1-242,0.275
UniRef100_M0QN33/4-249,0.275
UniRef100_A0A0H4X4V3/16-260,0.275
UniRef100_A0A0A0EHW0/1-242,0.275
UniRef100_A0A0J5QL06/1-242,0.275
UniRef100_A0A1B6YT42/1-242,0.275
UniRef100_D4LEG4/1-241,0.275
UniRef100_A0A2M8MUF3/1-242,0.275
UniRef100_UPI00041A1EE8/1-242,0.275
UniRef100_UPI000845DE11/1-242,0.275
UniRef100_A0A2D2BWG4/1-242,0.275
UniRef100_A0A017HB26/1-242,0.275
UniRef100_S9S4V5/1-242,0.275
UniRef100_A0A358MBU5/1-242,0.275
UniRef100_A0A0P0Z194/4-247,0.275
UniRef100_UPI000C9F6C57/3-245,0.275
UniRef100_UPI000C9EEEB0/3-245,0.275
UniRef100_UPI000786A568/1-242,0.275
UniRef100_A0A1L9BQ35/1-242,0.275
UniRef100_A0A1G3ZKX9/1-243,0.275
UniRef100_UPI00047B1C97/3-247,0.275
UniRef100_A0A139D628/1-242,0.275
UniRef100_T1X856/1-249,0.275
UniRef100_UPI000E3040D2/1-242,0.275
UniRef100_A0A1V0GQH1/1-242,0.275
UniRef100_A0A0Q4UC14/1-246,0.275
UniRef100_Q11CK7/3-246,0.275
UniRef100_UPI000DDD29E9/3-247,0.275
UniRef100_A0A2G1MJB4/1-242,0.275
UniRef100_UPI000C08126E/1-242,0.275
UniRef100_A0A0P1EP40/1-242,0.275
UniRef100_U2YZ24/1-242,0.275
UniRef100_UPI000484554A/1-256,0.275
UniRef100_A0A2D8QEU3/1-242,0.275
UniRef100_A0A2V6V6N7/1-267,0.275
UniRef100_A0A2H5VAS2/4-261,0.275
UniRef100_I3TR12/1-242,0.275
UniRef100_A0A1I7B1D9/1-242,0.275
UniRef100_A0A0D6PEM8/1-242,0.275
UniRef100_A0A2N5IJ87/1-242,0.275
UniRef100_UPI000DAC2CD2/1-242,0.275
UniRef100_A0A149TF00/1-242,0.275
UniRef100_A0A238UX35/1-242,0.275
UniRef100_A0A1U9KZF4/1-242,0.275
UniRef100_A0A2A6QY13/3-250,0.275
UniRef100_A0A2G6IPC0/1-242,0.275
UniRef100_A0A061SR00/1-242,0.275
UniRef100_A0A2T6CBA6/1-242,0.275
UniRef100_A0A248W1B2/3-250,0.275
UniRef100_A0A316GJ41/1-242,0.275
UniRef100_A0A1G7CY49/1-242,0.275
UniRef100_UPI00047D3BED/1-249,0.275
UniRef100_A0A1F3ZNM5/3-244,0.275
UniRef100_UPI000DDE27D9/3-250,0.275
UniRef100_A0A1P8MUU7/1-242,0.275
UniRef100_A0A0B4BI21/1-242,0.275
UniRef100_UPI000468A041/1-242,0.275
UniRef100_A0A318SNG1/1-242,0.275
UniRef100_A0A327LXF9/1-242,0.275
UniRef100_A0A1E4Y7R9/3-250,0.275
UniRef100_B7RNZ8/1-242,0.275
UniRef100_A0A212AYC5/1-242,0.275
UniRef100_A0A149UBT8/1-242,0.275
UniRef100_A0A2D9AF70/1-242,0.275
UniRef100_UPI000D3524A1/3-250,0.275
UniRef100_UPI000781B3A3/3-247,0.275
UniRef100_A0A1X6Y8I2/1-242,0.275
UniRef100_A0A1V8RTP6/1-246,0.275
UniRef100_A0A099F893/1-242,0.275
UniRef100_A0A1P8UIJ8/3-246,0.275
UniRef100_UPI000468A1EE/1-242,0.275
UniRef100_A0A2R8BS24/1-242,0.275
UniRef100_UPI00056CC44D/3-250,0.275
UniRef100_A0A2S0MNA2/1-242,0.275
UniRef100_UPI000806365C/3-247,0.275
UniRef100_A0A2E2F920/1-242,0.275
UniRef100_A0A1M4N2A1/1-242,0.275
UniRef100_A0A1G7NI41/1-242,0.275
UniRef100_A0A0A0HIL0/1-242,0.275
UniRef100_UPI0005532604/3-250,0.275
UniRef100_A0A1H2QPX9/1-242,0.275
UniRef100_A0A2T3GVI8/3-250,0.275
UniRef100_A0A1B9S9U5/3-250,0.275
UniRef100_A0A149RWH9/1-242,0.275
UniRef100_A0A176ICR7/1-242,0.275
UniRef100_A0A352EMM6/1-242,0.275
UniRef100_A0A1W6P1G2/1-242,0.275
UniRef100_UPI000DD9B9EF/3-250,0.275
UniRef100_A9EAJ7/1-242,0.275
UniRef100_A0A1H9V3N5/1-242,0.275
UniRef100_A0A084U6A7/16-259,0.275
UniRef100_A0A2G6IEM8/1-242,0.275
UniRef100_S5SDC6/3-250,0.275
UniRef100_A0A2V8KYM3/1-240,0.275
UniRef100_A0A0Q4XA31/1-246,0.275
UniRef100_A0A348YUZ8/1-242,0.275
UniRef100_A0A067Z2G3/1-242,0.275
UniRef100_UPI000E77B6AF/1-242,0.275
UniRef100_A0A368NRV7/3-251,0.275
UniRef100_B9JXW9/3-251,0.275
UniRef100_A0A1M7HDJ9/1-242,0.275
UniRef100_UPI000A108D3F/1-242,0.275
UniRef100_A0A2R4M9U4/1-245,0.275
UniRef100_UPI000A29506A/3-250,0.275
UniRef100_K6NZD6/1-259,0.275
UniRef100_Q2KE61/3-250,0.275
UniRef100_UPI000468EFB7/1-242,0.275
UniRef100_A0A0K2DBY6/1-242,0.275
UniRef100_A0A1H8Q1F5/3-250,0.275
UniRef100_A0A0M3B578/3-250,0.275
UniRef100_A0A347UHI3/1-242,0.275
UniRef100_A0A1C3UA92/3-250,0.275
UniRef100_A0A061MV63/3-250,0.275
UniRef100_UPI000D3832AA/1-242,0.275
UniRef100_A0A2G5K4J5/1-242,0.275
UniRef100_B9JG65/3-250,0.275
UniRef100_A0A0M4L6L7/3-247,0.275
UniRef100_A0A171KQ21/13-257,0.275
UniRef100_UPI000496CAFF/1-243,0.275
UniRef100_A0A2T0WWV4/1-242,0.275
UniRef100_A0A1G6BLX6/1-246,0.275
UniRef100_A0A0F9UE56/1-242,0.275
UniRef100_A0A355QPI1/1-242,0.275
UniRef100_UPI0007616559/1-243,0.275
UniRef100_A0A2D9JXM9/1-242,0.275
UniRef100_A0A1S1T690/4-250,0.275
UniRef100_A0A258EKK1/1-242,0.275
UniRef100_A0A2W5FHY5/1-242,0.275
UniRef100_A0A192D313/4-243,0.275
UniRef100_A0A1H9GNG5/1-245,0.275
UniRef100_A0A2W5T8H8/1-242,0.275
UniRef100_A0A0J6TER2/1-246,0.275
UniRef100_UPI000E65F12B/1-242,0.275
UniRef100_A0A1E4AZ95/4-243,0.275
UniRef100_A0A2E2P797/1-242,0.275
UniRef100_UPI0008D9878D/1-241,0.275
UniRef100_A0A1H0M3J3/1-242,0.275
UniRef100_A0A074MBK0/4-244,0.275
UniRef100_A0A059FMI0/1-242,0.275
UniRef100_A0A1M5L656/1-242,0.275
UniRef100_A0A2E6WW08/1-242,0.275
UniRef100_A0A2W5BIF7/1-242,0.275
UniRef100_A0A2E8LSP8/4-246,0.275
UniRef100_A0A0F5L983/3-250,0.275
UniRef100_A0A085FB31/3-250,0.275
UniRef100_A0A344WM91/1-241,0.275
UniRef100_G6XLX9/1-242,0.275
UniRef100_Q0C643/1-241,0.275
UniRef100_Q28NK0/1-250,0.275
UniRef100_A0A1S2DYI8/3-251,0.275
UniRef100_UPI0005C65E26/1-242,0.275
UniRef100_A0A2V8GXT1/1-240,0.275
UniRef100_A0A2V8I7C4/1-240,0.275
UniRef100_A0A2W5GVK2/1-242,0.275
UniRef100_A0A0D1EGW1/1-242,0.275
UniRef100_UPI000E66EE0A/1-242,0.275
UniRef100_A0A176HE71/4-246,0.275
UniRef100_A0A2E7M1V9/4-246,0.275
UniRef100_A0A1H8GIJ2/1-242,0.275
UniRef100_A0A1E7G3W9/1-243,0.275
UniRef100_UPI00037B6259/1-242,0.275
UniRef100_A2RKR7/1-243,0.275
UniRef100_A0A1U9KMA1/1-242,0.275
UniRef100_A0A2D5BHN9/1-242,0.275
UniRef100_A0A369W3U2/3-243,0.275
UniRef100_A0A257R7U4/1-241,0.275
UniRef100_D3PZV3/3-245,0.275
UniRef100_UPI000D559619/1-242,0.275
UniRef100_A0A2C7A3Y6/1-242,0.275
UniRef100_A0A257R187/1-241,0.275
UniRef100_UPI000583DEEF/1-243,0.275
UniRef100_UPI00070F6F54/4-243,0.275
UniRef100_A0A1U9KIQ9/1-242,0.275
UniRef100_A0A318GKB7/1-242,0.275
UniRef100_UPI000E4E6C85/1-242,0.275
UniRef100_UPI000BA2350B/4-243,0.275
UniRef100_UPI00036B03DE/4-241,0.275
UniRef100_T2F5F5/1-243,0.275
UniRef100_A0A1I6MGD9/1-242,0.275
UniRef100_UPI00082A0F51/4-242,0.275
UniRef100_UPI000567B0BC/4-249,0.275
UniRef100_A0A084ABC9/1-243,0.275
UniRef100_UPI000E71E4D5/4-243,0.275
UniRef100_UPI00040D2B23/3-247,0.275
UniRef100_A0A0Q0V6Z1/1-242,0.275
UniRef100_UPI0003C19F93/1-244,0.275
UniRef100_A0A258DBS3/1-244,0.275
UniRef100_A0A1I3XB38/1-241,0.275
UniRef100_A0A1M3HYT1/4-242,0.275
UniRef100_A0A1M5KIH8/1-254,0.275
UniRef100_A0A379MYR4/27-267,0.275
UniRef100_A0A2G5RGZ1/1-244,0.275
UniRef100_A0A290MNR3/1-244,0.275
UniRef100_A0A2Z5Z1J4/4-243,0.275
UniRef100_A0A2G5R5L4/1-244,0.275
UniRef100_UPI000D54E777/4-243,0.275
UniRef100_A0A353X7Q1/1-243,0.275
UniRef100_UPI00082AF088/1-244,0.275
UniRef100_A0A2G5QV77/1-244,0.275
UniRef100_UPI00064627DB/1-244,0.275
UniRef100_D5VQ84/1-244,0.275
UniRef100_A0A258KTW9/1-244,0.275
UniRef100_G6E9K6/4-243,0.275
UniRef100_A0A0N1BXZ6/4-243,0.275
UniRef100_R0EAG8/1-244,0.275
UniRef100_A0A0N7JI35/1-244,0.275
UniRef100_A0A2A4LTZ8/1-246,0.275
UniRef100_UPI000E4964F7/4-243,0.275
UniRef100_A0A177JJ57/4-244,0.275
UniRef100_A0A158S0Q0/4-243,0.275
UniRef100_K9DB65/4-244,0.275
UniRef100_A0A0N1C9U9/4-243,0.275
UniRef100_A0A2R7LQP7/1-244,0.275
UniRef100_UPI000558BF45/1-244,0.275
UniRef100_A0A1W1ZNP9/4-243,0.275
UniRef100_A0A2W6VQR4/4-244,0.275
UniRef100_U2YFS5/3-260,0.275
UniRef100_UPI000417B59A/4-242,0.275
UniRef100_J2WI93/4-243,0.275
UniRef100_A0A1I3Z368/1-244,0.275
UniRef100_A0A2E1WQR6/1-242,0.275
UniRef100_UPI000833138F/4-243,0.275
UniRef100_A0A2V9LN11/1-241,0.275
UniRef100_A0A2G1LU36/4-244,0.275
UniRef100_UPI000B4A4E4F/4-243,0.275
UniRef100_A0A085K610/4-244,0.275
UniRef100_A0A147EJ15/4-243,0.275
UniRef100_UPI000E74F3DB/4-243,0.275
UniRef100_A0A2Z6AIW7/4-244,0.275
UniRef100_A0A196M8Q7/4-248,0.275
UniRef100_F6IJX1/4-243,0.275
UniRef100_A0A1S6FKJ0/4-242,0.275
UniRef100_A0A1I2RNT6/4-243,0.275
UniRef100_A0A0J8AFV4/4-243,0.275
UniRef100_A0A162E0M7/2-242,0.275
UniRef100_A0A1C5H7V2/4-247,0.275
UniRef100_UPI00020021D5/1-245,0.275
UniRef100_A0A117S5X5/4-243,0.275
UniRef100_A0A062U1X5/3-243,0.275
UniRef100_UPI000E5C4114/4-242,0.275
UniRef100_A0A0Q7VCQ5/2-245,0.275
UniRef100_A0A258BZV0/4-248,0.275
UniRef100_A0A069E3W2/3-246,0.275
UniRef100_A0A1I1UJ93/1-249,0.275
UniRef100_A3Z0Y8/1-242,0.275
UniRef100_UPI000E0EAF36/2-246,0.275
UniRef100_W0GVI8/2-246,0.275
UniRef100_A0A0X8JGL5/4-248,0.275
UniRef100_A0A1Z9LAH8/2-246,0.275
UniRef100_A0A2E7LX08/2-246,0.275
UniRef100_UPI0006199B38/1-240,0.275
UniRef100_UPI0008A15948/4-245,0.275
UniRef100_A0A246FMJ1/1-242,0.275
UniRef100_A0A2V9JSF2/1-268,0.275
UniRef100_UPI0008A19A01/4-245,0.275
UniRef100_A0A2V9L5M6/1-268,0.275
UniRef100_UPI000E771D95/4-243,0.275
UniRef100_A0A0W1KLZ7/4-245,0.275
UniRef100_UPI000E6A7013/1-242,0.275
UniRef100_A0A1C4YNT3/4-247,0.275
UniRef100_Q05X44/2-246,0.275
UniRef100_A0A1V2EUI6/4-242,0.275
UniRef100_UPI000E0FCD30/2-246,0.275
UniRef100_A0A1C5GUK1/4-247,0.275
UniRef100_A0A1C3NDF4/4-247,0.275
UniRef100_A6G5R6/2-248,0.275
UniRef100_A0A1M7D655/1-242,0.275
UniRef100_W1RVZ8/4-248,0.275
UniRef100_F4FHP0/4-247,0.275
UniRef100_A0A097CSA5/2-245,0.275
UniRef100_A0A1H3NA64/1-242,0.275
UniRef100_A0A1C5HKT5/4-247,0.275
UniRef100_A0A1Z9J9T7/2-246,0.275
UniRef100_A0A1C6VR63/4-247,0.275
UniRef100_A0A1T5AQ68/4-242,0.275
UniRef100_A0A1C5IYY9/4-247,0.275
UniRef100_A0A0C5LBV5/4-243,0.275
UniRef100_A0A0W1F3U6/4-242,0.275
UniRef100_UPI000C80A39F/4-243,0.275
UniRef100_A0A1C6VXR9/4-247,0.275
UniRef100_UPI000E0F881A/2-246,0.275
UniRef100_A0A136PSU8/4-247,0.275
UniRef100_A0A317D3K0/4-247,0.275
UniRef100_A0A1C4U7B4/4-247,0.275
UniRef100_UPI000374F4F5/3-247,0.275
UniRef100_A0A246RQE6/4-247,0.275
UniRef100_A0A1M6HK74/1-242,0.275
UniRef100_UPI000B98B8F3/1-245,0.275
UniRef100_A0A317K9M7/4-247,0.275
UniRef100_A0A109IP88/4-247,0.275
UniRef100_UPI00064C2AC8/4-247,0.275
UniRef100_I0L8R9/4-247,0.275
UniRef100_A0A2R6HKD3/3-260,0.275
UniRef100_UPI000A26E5F5/4-242,0.275
UniRef100_UPI00036B5932/4-242,0.275
UniRef100_UPI00048AD6B3/3-247,0.275
UniRef100_UPI00035F73A0/3-247,0.275
UniRef100_A0A0Q5PHF9/4-242,0.275
UniRef100_UPI00096C2CF0/4-242,0.275
UniRef100_A0A1N5YII0/4-247,0.275
UniRef100_UPI00035D45AB/4-247,0.275
UniRef100_W0JYH7/1-258,0.275
UniRef100_UPI0004872466/4-247,0.275
UniRef100_A0A1C4WXU8/4-247,0.275
UniRef100_UPI000CE465BD/4-247,0.275
UniRef100_A0A2W2DW18/4-247,0.275
UniRef100_A0A1P8PS19/4-242,0.275
UniRef100_A0A147IN33/4-242,0.275
UniRef100_A0A2V7SB05/10-247,0.275
UniRef100_A0A0Q6K4H6/4-242,0.275
UniRef100_Q060I8/2-247,0.275
UniRef100_A0A372DZU7/1-242,0.275
UniRef100_A0A2P8AWT8/4-247,0.275
UniRef100_A0A2L0A4W5/4-243,0.275
UniRef100_A0A2R6E081/3-260,0.275
UniRef100_UPI0003765247/3-247,0.275
UniRef100_A0A2R6FKJ7/3-260,0.275
UniRef100_UPI00041E5D78/4-242,0.275
UniRef100_UPI000DC47E25/4-247,0.275
UniRef100_A0A2P7MZL5/1-245,0.275
UniRef100_A0A2E0EA48/2-244,0.275
UniRef100_A0A1H7LJV7/4-242,0.275
UniRef100_A0A0H4VII3/4-243,0.275
UniRef100_A0A1C4WWR1/4-247,0.275
UniRef100_A0A182AQC9/1-255,0.275
UniRef100_UPI0004C45102/4-247,0.275
UniRef100_A0A1C6RFK9/4-247,0.275
UniRef100_UPI00037ECBDF/3-247,0.275
UniRef100_A0A2W2DXE9/4-247,0.275
UniRef100_A0A1Q7QVR5/1-240,0.275
UniRef100_A0A1S8AW82/3-260,0.275
UniRef100_A0A202EE24/3-260,0.275
UniRef100_A4X9P7/3-247,0.275
UniRef100_A0A0Q5R7Z7/4-242,0.275
UniRef100_UPI00048D8885/3-247,0.275
UniRef100_A0A1C7FNI9/1-242,0.275
UniRef100_A0A1H1IWG4/3-260,0.275
UniRef100_A0A1F2RYJ2/1-240,0.275
UniRef100_A0A1G7ZPN7/1-244,0.275
UniRef100_UPI000835B952/4-239,0.275
UniRef100_UPI000E0B5786/1-235,0.275
UniRef100_A0A2K1PZZ0/1-246,0.275
UniRef100_A0B931/24-279,0.275
UniRef100_A0A2W6T8R8/1-245,0.275
UniRef100_A0A1H1B9B0/1-244,0.275
UniRef100_F4BXD4/6-261,0.275
UniRef100_B4W8G5/1-244,0.275
UniRef100_A0A160I139/1-244,0.275
UniRef100_A0A0F3L4H2/1-243,0.275
UniRef100_A0A126NJ39/1-245,0.275
UniRef100_A0A0F9WFC8/1-241,0.275
UniRef100_S3L3N2/1-244,0.275
UniRef100_A0A0Q4QM13/1-245,0.275
UniRef100_A0A0Q7PM11/1-246,0.275
UniRef100_A0A2Z6E7P5/1-245,0.275
UniRef100_A0A1F4JEM1/2-242,0.275
UniRef100_A0A1V3QGF4/1-245,0.275
UniRef100_A0A1V3P8Q4/1-245,0.275
UniRef100_A0A2N7QP83/1-247,0.275
UniRef100_M4NLC3/1-245,0.275
UniRef100_A0A1M3P1E4/1-245,0.275
UniRef100_A0A316IHF5/1-245,0.275
UniRef100_A0A1S0X3W5/1-245,0.275
UniRef100_A0A1Q9UCS3/2-246,0.275
UniRef100_A0A0Q9QGV1/1-245,0.275
UniRef100_A0A1V6GDH1/4-243,0.275
UniRef100_A0A356EPY6/4-242,0.275
UniRef100_A0A1S9PJG4/1-240,0.275
UniRef100_A0A2H9VLX7/1-240,0.275
UniRef100_A0A0D6SHB5/1-246,0.275
UniRef100_UPI000D1B8264/1-246,0.275
UniRef100_D3DH09/5-232,0.275
UniRef100_A0A0F9RC48/1-235,0.275
UniRef100_A0A315Y8M4/7-241,0.275
UniRef100_A8US56/5-236,0.275
UniRef100_N6UTU5/8-240,0.275
UniRef100_A0A2S6S5C2/1-235,0.275
UniRef100_A0A2E5DRS2/1-235,0.275
UniRef100_A0A2E9G772/3-237,0.275
UniRef100_A0A257Q279/1-188,0.275
UniRef100_A0A345UMA8/4-232,0.275
UniRef100_A0A2K3ZBZ5/3-227,0.275
UniRef100_A0A220VE45/2-239,0.275
UniRef100_W7WQ26/1-193,0.275
UniRef100_UPI000E260462/4-227,0.275
UniRef100_A0A1Q3GSK3/3-237,0.275
UniRef100_D3SLH5/7-231,0.275
UniRef100_UPI00059B78BF/9-233,0.275
UniRef100_A0A033USS5/3-226,0.275
UniRef100_A0A2T4RTA9/3-226,0.275
UniRef100_A0A1X0TQ43/3-226,0.275
UniRef100_A0A0C1IR68/1-235,0.275
UniRef100_A0A1T1DF03/3-226,0.275
UniRef100_UPI000D1EDE7F/3-226,0.275
UniRef100_A0A2K3YSY5/3-226,0.275
UniRef100_A0A1B8S4E0/1-235,0.275
UniRef100_A0A2A5PT15/3-226,0.275
UniRef100_A0A334QRG9/1-187,0.275
UniRef100_UPI000466519A/1-234,0.275
UniRef100_UPI000D1E43A9/3-226,0.275
UniRef100_A0A2T4R1F9/3-226,0.275
UniRef100_A0A2T4Q863/3-226,0.275
UniRef100_UPI000503334E/3-226,0.275
UniRef100_UPI000853D820/3-226,0.275
UniRef100_UPI00091F562C/3-226,0.275
UniRef100_A0A0M2P0T1/3-226,0.275
UniRef100_A0A1S2MLW8/3-226,0.275
UniRef100_A0A0P1ETI0/1-234,0.275
UniRef100_UPI0008A4FA7F/3-226,0.275
UniRef100_UPI000E67D163/3-228,0.275
UniRef100_UPI0001C33A8E/3-227,0.275
UniRef100_UPI00092A9B13/3-226,0.275
UniRef100_UPI0005075A68/3-226,0.275
UniRef100_UPI00069AF185/3-227,0.275
UniRef100_UPI000DA9B2AE/3-227,0.275
UniRef100_UPI0001C0B459/3-227,0.275
UniRef100_A0A0G7HIF9/3-226,0.275
UniRef100_UPI0007D90D1A/3-226,0.275
UniRef100_A0A0B4EBV2/1-234,0.275
UniRef100_A0A2W3A7W2/3-227,0.275
UniRef100_UPI00065FA6D9/3-228,0.275
UniRef100_A0A380HKD7/3-228,0.275
UniRef100_A0A376TDE9/2-197,0.275
UniRef100_UPI00057FCF1C/1-234,0.275
UniRef100_Q4A048/3-228,0.275
UniRef100_UPI000768BDB1/3-227,0.275
UniRef100_UPI0005DFB116/3-227,0.275
UniRef100_UPI0005970805/3-228,0.275
UniRef100_UPI0005DFCF3B/3-226,0.275
UniRef100_UPI000447101D/3-227,0.275
UniRef100_UPI00085360F9/3-226,0.275
UniRef100_UPI000D689A32/1-232,0.275
UniRef100_A0A345QCP9/1-236,0.275
UniRef100_UPI0007693A63/3-227,0.275
UniRef100_UPI00085330BB/3-228,0.275
UniRef100_UPI000E683E95/3-228,0.275
UniRef100_UPI000768BC03/3-223,0.275
UniRef100_A0A291JIP7/3-227,0.275
UniRef100_UPI00069B5FF5/3-227,0.275
UniRef100_UPI000DFDA987/3-227,0.275
UniRef100_UPI000452509B/3-227,0.275
UniRef100_A0A0U3EAU7/6-240,0.275
UniRef100_UPI0008532C83/3-228,0.275
UniRef100_A0A2V9NBR5/2-226,0.275
UniRef100_A0A2E0GYT2/1-236,0.275
UniRef100_A0A101ESN4/1-239,0.275
UniRef100_A0A2E8E2X7/2-227,0.275
UniRef100_A0A2V8TMC9/5-185,0.275
UniRef100_A0A1M7EL96/1-234,0.275
UniRef100_A3SHL7/1-234,0.275
UniRef100_A0A365U0W5/1-234,0.275
UniRef100_A0A380GYZ9/3-229,0.275
UniRef100_A0A1F9B589/5-183,0.275
UniRef100_A0A1J5JM55/1-230,0.275
UniRef100_A0A2V8XAK9/2-228,0.275
UniRef100_A0A098E9L9/1-231,0.275
UniRef100_A0A2V9C422/2-226,0.275
UniRef100_A0A1Q6X4P6/2-228,0.275
UniRef100_A0A1F6PW10/2-217,0.275
UniRef100_A0A254W089/1-150,0.275
UniRef100_A0A2V7EU65/1-239,0.275
UniRef100_A0A1Q7KHR0/2-221,0.275
UniRef100_A0A2V7TJA3/2-221,0.275
UniRef100_A0A1Q7TAQ3/2-221,0.275
UniRef100_A0A371R3X1/2-222,0.275
UniRef100_Q8ZY14/2-222,0.275
UniRef100_A0A2R4ZQ31/1-234,0.275
UniRef100_A0A2V7IRG9/25-267,0.275
UniRef100_A0A2D5A8E8/2-218,0.275
UniRef100_A0A0V8RU30/8-242,0.275
UniRef100_A0A1T4TKK9/3-244,0.279
UniRef100_A0A351Z7T1/1-244,0.279
UniRef100_A0A1E7ISD5/1-244,0.279
UniRef100_A0A1M6FA36/1-244,0.279
UniRef100_A0A1D2SGD7/1-241,0.279
UniRef100_UPI00035C181B/1-247,0.279
UniRef100_A0A2T0ALU0/1-241,0.279
UniRef100_UPI00040408C8/1-247,0.279
UniRef100_UPI0003652C7F/1-247,0.279
UniRef100_UPI000360E97E/1-246,0.279
UniRef100_UPI0003630496/1-247,0.279
UniRef100_A0A0N9N2V4/1-242,0.279
UniRef100_A0A1J5NS48/2-241,0.279
UniRef100_A0A1E5AKC6/1-242,0.279
UniRef100_UPI000826F935/3-242,0.279
UniRef100_A0A353VCB3/1-246,0.279
UniRef100_A0A238KVU3/1-242,0.279
UniRef100_A0A191ZHE5/3-247,0.279
UniRef100_A0A2W7R0M0/1-242,0.279
UniRef100_K6VYQ4/4-249,0.279
UniRef100_A0A0S4KTS6/1-242,0.279
UniRef100_A0A1F7PG84/1-240,0.279
UniRef100_UPI0005621AB1/1-242,0.279
UniRef100_UPI00056CC8F5/1-245,0.279
UniRef100_A0A0M7AGF4/3-247,0.279
UniRef100_F5RDR9/1-246,0.279
UniRef100_A0A058ZH33/1-242,0.279
UniRef100_A0A2J6IVZ6/1-239,0.279
UniRef100_UPI000BAB05B0/1-242,0.279
UniRef100_UPI0003817A86/1-246,0.279
UniRef100_A0A074JNG8/1-242,0.279
UniRef100_A0A2N2VG68/3-242,0.279
UniRef100_A0A2N6AX98/1-245,0.279
UniRef100_A0A0N9N3Z8/4-249,0.279
UniRef100_A0A0T6AE61/1-240,0.279
UniRef100_UPI00064768AE/1-243,0.279
UniRef100_A0A1M7H2T6/1-243,0.279
UniRef100_Q1GEZ3/1-242,0.279
UniRef100_A0A2V3VIX0/1-242,0.279
UniRef100_UPI000806BF1C/1-242,0.279
UniRef100_A0A2V6TQG0/2-243,0.279
UniRef100_A0A1Q4D0K5/1-242,0.279
UniRef100_A0A1Y5RGZ1/1-242,0.279
UniRef100_UPI000DBE8510/1-242,0.279
UniRef100_A0A371XA66/3-246,0.279
UniRef100_A0A2I6S5L3/1-242,0.279
UniRef100_UPI000825F6DC/4-255,0.279
UniRef100_Q2JP56/1-243,0.279
UniRef100_A0A0C7NB62/1-241,0.279
UniRef100_A0A2R8C4T0/1-242,0.279
UniRef100_A0A151AWQ1/1-241,0.279
UniRef100_J9SLC1/3-249,0.279
UniRef100_UPI0003B53291/1-242,0.279
UniRef100_UPI0006E44FD3/3-249,0.279
UniRef100_A0A1C2BAX1/3-249,0.279
UniRef100_A0A2Z3IDN6/1-246,0.279
UniRef100_A0A2V7CUR1/1-246,0.279
UniRef100_UPI000C9E55E1/3-247,0.279
UniRef100_A0A1H0K3Z6/3-247,0.279
UniRef100_UPI000476D040/3-247,0.279
UniRef100_A0A1H9J553/1-242,0.279
UniRef100_A0A1A9T120/3-242,0.279
UniRef100_A0A1Y5S9D2/1-242,0.279
UniRef100_A0A1G8XU74/1-242,0.279
UniRef100_A0A0P7VYF1/81-322,0.279
